id;subject;student_id;teacher_id;att1;att2;exam;total
2383;8;180521;1;9;7;15;31
2384;8;180621;8;8;16;15;39
2385;8;180124;6;16;6;49;71
2386;8;180325;7;10;5;14;29
2387;8;151419;11;19;13;54;86
2388;8;180723;9;7;12;23;42
2389;8;180823;2;7;9;17;33
2390;8;180125;6;17;12;6;35
2391;8;151518;8;15;9;37;61
2392;8;180522;1;13;20;31;64
2393;8;180622;8;13;11;42;66
2394;8;180523;1;12;18;17;47
2395;8;180225;8;20;19;59;98
2396;8;180524;1;9;12;60;81
2397;8;180126;6;7;11;20;38
2398;8;180326;7;6;18;53;77
2399;8;180724;9;13;10;54;77
2400;8;151318;10;6;11;33;50
2401;8;180127;6;12;19;53;84
2402;8;180426;6;16;20;32;68
2403;8;180824;2;19;11;10;40
2404;8;180825;2;17;20;11;48
2405;8;180525;1;9;18;49;76
2406;8;180526;1;18;12;49;79
2407;8;180623;8;6;10;7;23
2408;8;180624;8;20;16;28;64
2409;9;151301;6;20;12;28;60
2410;9;180101;5;11;12;26;49
2411;9;180501;6;19;17;5;41
2412;9;180701;4;6;15;41;62
2413;9;180201;5;7;15;51;73
2414;9;180301;7;20;11;21;52
2415;9;151501;7;15;13;49;77
2416;9;170901;8;7;6;50;63
2417;9;151302;6;19;16;57;92
2418;9;180801;9;18;10;37;65
2419;9;181001;11;12;10;24;46
2420;9;180102;5;15;16;25;56
2421;9;180401;7;17;7;12;36
2422;9;180502;6;14;17;28;59
2423;9;180202;5;13;14;10;37
2424;9;180302;7;15;17;48;80
2425;9;180601;8;5;18;41;64
2426;9;180303;7;8;20;28;56
2427;9;180402;7;5;15;18;38
2428;9;180702;4;13;16;23;52
2429;9;180103;5;12;9;52;73
2430;9;170902;8;18;18;9;45
2431;9;180203;5;19;5;6;30
2432;9;180802;9;15;5;56;76
2433;9;180503;6;7;15;9;31
2434;9;180304;7;11;15;17;43
2435;9;180403;7;17;19;25;61
2436;9;180602;8;17;20;23;60
2437;9;180703;4;5;14;23;42
2438;9;151401;11;13;15;37;65
2439;9;180104;5;10;18;31;59
2440;9;170903;8;17;17;41;75
2441;9;180105;5;19;20;42;81
2442;9;180204;5;12;15;43;70
2443;9;180305;7;19;18;59;96
2444;9;170904;8;13;17;6;36
2445;9;180404;7;19;15;55;89
2446;9;180106;5;18;5;52;75
2447;9;151303;6;20;9;18;47
2448;9;181002;11;16;15;40;71
2449;9;180704;4;7;5;26;38
2450;9;151402;11;17;7;31;55
2451;9;180504;6;19;20;32;71
2452;9;151304;6;18;5;13;36
2453;9;151502;7;6;11;49;66
2454;9;180705;4;12;19;48;79
2455;9;180603;8;18;20;20;58
2456;9;180803;9;10;10;44;64
2457;9;180306;7;6;12;8;26
2458;9;151503;7;9;11;39;59
2459;9;180205;5;6;18;37;61
2460;9;170905;8;19;5;21;45
2461;9;181003;11;19;11;53;83
2462;9;180405;7;14;6;41;61
2463;9;151305;6;6;17;19;42
2464;9;180307;7;11;11;12;34
2465;9;181004;11;10;16;24;50
2466;9;180406;7;15;13;9;37
2467;9;180505;6;7;18;53;78
2468;9;170906;8;11;9;25;45
2469;9;180604;8;20;16;51;87
2470;9;180308;7;11;9;52;72
2471;9;151403;11;8;13;48;69
2472;9;180206;5;17;5;35;57
2473;9;180407;7;14;19;44;77
2474;9;180706;4;6;6;29;41
2475;9;180107;5;8;5;42;55
2476;9;180804;9;16;8;45;69
2477;9;180207;5;10;6;23;39
2478;9;151504;7;14;17;47;78
2479;9;180408;7;5;16;48;69
2480;9;170907;8;14;7;20;41
2481;9;180108;5;5;19;11;35
2482;9;180309;7;9;10;27;46
2483;9;181005;11;8;15;48;71
2484;9;180605;8;10;6;51;67
2485;9;180109;5;18;14;32;64
2486;9;151306;6;20;20;18;58
2487;9;180707;4;10;14;15;39
2488;9;180110;5;11;15;36;62
2489;9;180409;7;8;17;57;82
2490;9;170908;8;11;20;54;85
2491;9;180506;6;12;6;6;24
2492;9;180606;8;11;6;17;34
2493;9;151404;11;6;12;48;66
2494;9;180805;9;8;19;29;56
2495;9;151505;7;19;15;48;82
2496;9;180410;7;10;9;45;64
2497;9;151307;6;16;8;17;41
2498;9;180310;7;8;15;7;30
2499;9;170909;8;17;13;13;43
2500;9;181006;11;16;5;39;60
2501;9;180111;5;12;9;11;32
2502;9;170910;8;7;12;46;65
2503;9;151506;7;11;7;33;51
2504;9;180311;7;6;11;52;69
2505;9;180112;5;12;19;55;86
2506;9;180708;4;16;12;37;65
2507;9;180507;6;20;20;26;66
2508;9;180607;8;12;12;10;34
2509;9;180709;4;15;10;50;75
2510;9;180806;9;5;10;45;60
2511;9;181007;11;15;18;42;75
2512;9;180411;7;18;18;21;57
2513;9;180208;5;10;11;33;54
2514;9;180312;7;10;15;19;44
2515;9;180412;7;6;12;24;42
2516;9;180113;5;17;7;16;40
2517;9;181008;11;15;5;58;78
2518;9;180508;6;12;10;5;27
2519;9;151308;6;10;7;57;74
2520;9;151405;11;12;11;30;53
2521;9;180608;8;16;15;38;69
2522;9;151507;7;15;19;53;87
2523;9;180209;5;14;10;34;58
2524;9;180313;7;15;19;43;77
2525;9;180413;7;20;6;48;74
2526;9;180114;5;13;5;26;44
2527;9;180210;5;5;18;53;76
2528;9;180710;4;16;5;36;57
2529;9;180807;9;20;9;17;46
2530;9;180211;5;9;19;7;35
2531;9;180115;5;6;8;36;50
2532;9;180212;5;17;15;33;65
2533;9;180414;7;5;16;9;30
2534;9;180314;7;15;7;52;74
2535;9;180213;5;17;17;39;73
2536;9;181009;11;6;19;10;35
2537;9;180509;6;15;6;15;36
2538;9;180808;9;20;11;59;90
2539;9;180415;7;16;14;5;35
2540;9;180609;8;16;6;17;39
2541;9;151406;11;14;18;11;43
2542;9;151508;7;13;6;26;45
2543;9;180116;5;8;14;51;73
2544;9;180315;7;8;18;29;55
2545;9;181010;11;12;6;45;63
2546;9;180416;7;8;17;49;74
2547;9;180117;5;8;7;8;23
2548;9;170911;8;19;15;10;44
2549;9;180610;8;13;8;57;78
2550;9;170912;8;17;14;51;82
2551;9;180711;4;16;20;50;86
2552;9;170913;8;5;12;21;38
2553;9;180809;9;10;13;18;41
2554;9;181011;11;20;6;10;36
2555;9;170914;8;20;20;19;59
2556;9;180214;5;17;12;15;44
2557;9;180316;7;16;15;58;89
2558;9;170915;8;6;18;23;47
2559;9;151309;6;9;15;44;68
2560;9;151407;11;18;19;35;72
2561;9;180510;6;10;7;57;74
2562;9;151509;7;8;13;7;28
2563;9;151310;6;14;14;40;68
2564;9;180215;5;9;11;52;72
2565;9;180611;8;20;19;8;47
2566;9;180712;4;13;15;13;41
2567;9;180810;9;7;13;8;28
2568;9;181012;11;17;6;32;55
2569;9;180417;7;15;5;35;55
2570;9;151408;11;12;19;31;62
2571;9;181013;11;13;10;14;37
2572;9;151510;7;19;11;40;70
2573;9;151311;6;20;10;45;75
2574;9;180811;9;14;7;55;76
2575;9;180511;6;11;12;30;53
2576;9;151409;11;18;20;12;50
2577;9;180612;8;13;10;20;43
2578;9;170916;8;18;10;23;51
2579;9;180713;4;7;15;17;39
2580;9;180812;9;17;5;38;60
2581;9;180118;5;9;12;48;69
2582;9;181014;11;15;9;16;40
2583;9;180418;7;6;5;9;20
2584;9;181015;11;17;19;39;75
2585;9;180613;8;18;6;31;55
2586;9;151410;11;5;13;43;61
2587;9;180714;4;17;19;53;89
2588;9;180813;9;14;12;31;57
2589;9;180317;7;18;19;35;72
2590;9;170917;8;6;11;38;55
2591;9;180512;6;7;6;20;33
2592;9;151312;6;11;19;48;78
2593;9;170918;8;13;17;9;39
2594;9;180216;5;6;12;55;73
2595;9;151411;11;11;13;39;63
2596;9;151511;7;20;7;54;81
2597;9;180419;7;17;16;40;73
2598;9;151512;7;5;15;29;49
2599;9;180614;8;9;20;7;36
2600;9;180715;4;5;9;42;56
2601;9;180513;6;10;11;38;59
2602;9;151313;6;7;18;18;43
2603;9;180615;8;10;20;53;83
2604;9;180716;4;13;10;54;77
2605;9;180814;9;13;15;42;70
2606;9;180318;7;11;15;49;75
2607;9;180616;8;18;7;13;38
2608;9;181016;11;20;5;35;60
2609;9;180119;5;7;19;42;68
2610;9;151412;11;9;20;10;39
2611;9;180420;7;17;13;32;62
2612;9;180319;7;19;9;7;35
2613;9;180717;4;14;9;35;58
2614;9;151413;11;12;5;23;40
2615;9;180815;9;8;8;14;30
2616;9;151513;7;6;8;60;74
2617;9;181017;11;15;14;53;82
2618;9;181018;11;8;13;60;81
2619;9;151514;7;5;9;33;47
2620;9;180120;5;14;12;17;43
2621;9;180617;8;20;19;35;74
2622;9;180718;4;14;14;51;79
2623;9;180816;9;17;6;11;34
2624;9;180514;6;9;5;17;31
2625;9;180421;7;8;13;44;65
2626;9;180618;8;13;16;57;86
2627;9;151515;7;8;18;59;85
2628;9;151314;6;10;11;33;54
2629;9;180217;5;15;15;53;83
2630;9;180320;7;19;5;51;75
2631;9;180121;5;13;6;32;51
2632;9;181019;11;17;9;31;57
2633;9;151414;11;13;10;8;31
2634;9;180122;5;8;13;42;63
2635;9;180218;5;5;5;24;34
2636;9;180515;6;9;5;27;41
2637;9;180321;7;5;16;53;74
2638;9;180219;5;6;13;23;42
2639;9;180422;7;5;16;51;72
2640;9;180719;4;16;5;22;43
2641;9;180817;9;14;5;34;53
2642;9;181020;11;18;18;31;67
2643;9;180220;5;6;5;30;41
2644;9;181021;11;19;5;45;69
2645;9;151415;11;7;5;55;67
2646;9;180322;7;8;19;35;62
2647;9;180516;6;17;10;25;52
2648;9;180619;8;12;10;50;72
2649;9;180720;4;11;18;12;41
2650;9;180818;9;7;8;27;42
2651;9;181022;11;6;15;18;39
2652;9;180819;9;10;12;55;77
2653;9;151315;6;18;19;37;74
2654;9;180517;6;18;12;8;38
2655;9;151416;11;12;5;15;32
2656;9;180518;6;14;17;60;91
2657;9;151516;7;9;10;5;24
2658;9;180423;7;18;14;16;48
2659;9;151316;6;20;7;20;47
2660;9;151417;11;10;8;48;66
2661;9;180221;5;16;10;20;46
2662;9;151517;7;16;5;50;71
2663;9;180323;7;15;18;45;78
2664;9;180820;9;19;11;52;82
2665;9;180222;5;15;5;11;31
2666;9;181023;11;19;7;55;81
2667;9;181024;11;15;8;17;40
2668;9;180821;9;13;5;31;49
2669;9;151317;6;15;9;38;62
2670;9;180519;6;20;6;24;50
2671;9;180123;5;12;18;11;41
2672;9;180620;8;9;17;36;62
2673;9;180424;7;19;12;49;80
2674;9;180223;5;15;12;28;55
2675;9;180721;4;6;16;20;42
2676;9;180324;7;6;17;38;61
2677;9;180520;6;8;14;26;48
2678;9;180822;9;14;12;51;77
2679;9;181025;11;12;17;13;42
2680;9;151418;11;13;8;7;28
2681;9;180224;5;5;12;44;61
2682;9;180722;4;20;16;35;71
2683;9;180425;7;15;13;24;52
2684;9;180521;6;16;14;53;83
2685;9;180621;8;17;15;53;85
2686;9;180124;5;9;12;34;55
2687;9;180325;7;7;20;28;55
2688;9;151419;11;7;13;59;79
2689;9;180723;4;6;15;9;30
2690;9;180823;9;20;7;35;62
2691;9;180125;5;12;6;10;28
2692;9;151518;7;10;10;16;36
2693;9;180522;6;20;13;51;84
2694;9;180622;8;12;19;16;47
2695;9;180523;6;12;16;27;55
2696;9;180225;5;11;18;14;43
2697;9;180524;6;7;14;36;57
2698;9;180126;5;12;9;55;76
2699;9;180326;7;15;6;37;58
2700;9;180724;4;5;15;32;52
2701;9;151318;6;6;8;7;21
2702;9;180127;5;11;15;55;81
2703;9;180426;7;8;10;49;67
2704;9;180824;9;18;6;15;39
2705;9;180825;9;6;19;25;50
2706;9;180525;6;15;11;7;33
2707;9;180526;6;6;18;42;66
2708;9;180623;8;18;6;42;66
2709;9;180624;8;14;16;59;89
2710;10;151301;3;19;8;39;66
2711;10;180101;9;12;8;10;30
2712;10;180501;1;18;19;13;50
2713;10;180701;10;20;19;22;61
2714;10;180201;4;5;19;39;63
2715;10;180301;6;7;19;24;50
2716;10;151501;8;9;15;55;79
2717;10;170901;10;12;11;26;49
2718;10;151302;3;6;8;15;29
2719;10;180801;8;8;7;59;74
2720;10;181001;3;12;6;44;62
2721;10;180102;9;10;9;58;77
2722;10;180401;8;12;8;29;49
2723;10;180502;1;15;18;43;76
2724;10;180202;4;20;9;9;38
2725;10;180302;6;7;8;15;30
2726;10;180601;4;5;14;33;52
2727;10;180303;6;10;16;34;60
2728;10;180402;8;15;12;30;57
2729;10;180702;10;8;5;33;46
2730;10;180103;9;12;7;59;78
2731;10;170902;10;6;8;12;26
2732;10;180203;4;20;19;60;99
2733;10;180802;8;6;17;5;28
2734;10;180503;1;12;7;43;62
2735;10;180304;6;19;7;6;32
2736;10;180403;8;9;7;57;73
2737;10;180602;4;12;15;20;47
2738;10;180703;10;16;18;28;62
2739;10;151401;1;12;17;27;56
2740;10;180104;9;16;12;38;66
2741;10;170903;10;18;18;16;52
2742;10;180105;9;9;12;17;38
2743;10;180204;4;16;16;26;58
2744;10;180305;6;6;10;33;49
2745;10;170904;10;8;7;55;70
2746;10;180404;8;17;6;27;50
2747;10;180106;9;20;15;42;77
2748;10;151303;3;14;5;29;48
2749;10;181002;3;6;12;8;26
2750;10;180704;10;16;7;12;35
2751;10;151402;1;18;5;34;57
2752;10;180504;1;14;18;45;77
2753;10;151304;3;18;9;13;40
2754;10;151502;8;16;20;27;63
2755;10;180705;10;20;11;35;66
2756;10;180603;4;5;18;6;29
2757;10;180803;8;19;11;12;42
2758;10;180306;6;13;14;51;78
2759;10;151503;8;17;14;18;49
2760;10;180205;4;5;6;7;18
2761;10;170905;10;15;11;42;68
2762;10;181003;3;15;6;59;80
2763;10;180405;8;9;18;43;70
2764;10;151305;3;10;12;14;36
2765;10;180307;6;5;11;17;33
2766;10;181004;3;13;17;37;67
2767;10;180406;8;20;12;46;78
2768;10;180505;1;11;12;32;55
2769;10;170906;10;19;14;59;92
2770;10;180604;4;7;20;54;81
2771;10;180308;6;5;8;33;46
2772;10;151403;1;20;15;41;76
2773;10;180206;4;9;12;44;65
2774;10;180407;8;13;7;48;68
2775;10;180706;10;20;20;20;60
2776;10;180107;9;14;11;41;66
2777;10;180804;8;16;7;29;52
2778;10;180207;4;8;17;32;57
2779;10;151504;8;7;19;14;40
2780;10;180408;8;13;8;18;39
2781;10;170907;10;17;9;52;78
2782;10;180108;9;17;7;20;44
2783;10;180309;6;18;11;50;79
2784;10;181005;3;9;14;42;65
2785;10;180605;4;19;15;36;70
2786;10;180109;9;8;9;49;66
2787;10;151306;3;20;19;59;98
2788;10;180707;10;8;15;43;66
2789;10;180110;9;6;8;46;60
2790;10;180409;8;6;19;31;56
2791;10;170908;10;16;13;53;82
2792;10;180506;1;13;20;8;41
2793;10;180606;4;16;10;9;35
2794;10;151404;1;18;10;12;40
2795;10;180805;8;18;9;25;52
2796;10;151505;8;9;11;10;30
2797;10;180410;8;15;11;35;61
2798;10;151307;3;10;15;7;32
2799;10;180310;6;8;7;16;31
2800;10;170909;10;12;7;18;37
2801;10;181006;3;20;8;49;77
2802;10;180111;9;16;13;17;46
2803;10;170910;10;16;12;55;83
2804;10;151506;8;19;7;23;49
2805;10;180311;6;11;5;8;24
2806;10;180112;9;17;17;34;68
2807;10;180708;10;16;6;14;36
2808;10;180507;1;13;9;18;40
2809;10;180607;4;6;18;26;50
2810;10;180709;10;16;9;38;63
2811;10;180806;8;8;16;47;71
2812;10;181007;3;12;15;27;54
2813;10;180411;8;17;5;47;69
2814;10;180208;4;18;11;50;79
2815;10;180312;6;9;15;45;69
2816;10;180412;8;11;11;55;77
2817;10;180113;9;12;18;52;82
2818;10;181008;3;16;7;11;34
2819;10;180508;1;12;8;48;68
2820;10;151308;3;19;20;34;73
2821;10;151405;1;19;7;51;77
2822;10;180608;4;9;6;55;70
2823;10;151507;8;13;11;18;42
2824;10;180209;4;12;6;18;36
2825;10;180313;6;5;19;36;60
2826;10;180413;8;16;9;22;47
2827;10;180114;9;7;9;38;54
2828;10;180210;4;13;13;29;55
2829;10;180710;10;19;13;31;63
2830;10;180807;8;19;20;53;92
2831;10;180211;4;16;5;56;77
2832;10;180115;9;5;18;13;36
2833;10;180212;4;12;16;6;34
2834;10;180414;8;16;17;21;54
2835;10;180314;6;7;13;20;40
2836;10;180213;4;20;13;24;57
2837;10;181009;3;11;19;9;39
2838;10;180509;1;12;13;14;39
2839;10;180808;8;5;5;19;29
2840;10;180415;8;5;17;27;49
2841;10;180609;4;20;14;28;62
2842;10;151406;1;16;17;30;63
2843;10;151508;8;16;8;22;46
2844;10;180116;9;17;18;53;88
2845;10;180315;6;8;13;27;48
2846;10;181010;3;14;10;13;37
2847;10;180416;8;19;10;40;69
2848;10;180117;9;9;12;58;79
2849;10;170911;10;7;20;38;65
2850;10;180610;4;11;18;38;67
2851;10;170912;10;7;5;59;71
2852;10;180711;10;17;6;10;33
2853;10;170913;10;9;18;41;68
2854;10;180809;8;9;15;45;69
2855;10;181011;3;6;17;26;49
2856;10;170914;10;15;15;33;63
2857;10;180214;4;11;11;31;53
2858;10;180316;6;16;16;6;38
2859;10;170915;10;5;16;56;77
2860;10;151309;3;10;11;39;60
2861;10;151407;1;10;8;10;28
2862;10;180510;1;11;18;46;75
2863;10;151509;8;12;7;13;32
2864;10;151310;3;20;13;50;83
2865;10;180215;4;19;12;22;53
2866;10;180611;4;11;20;19;50
2867;10;180712;10;20;8;57;85
2868;10;180810;8;14;5;18;37
2869;10;181012;3;10;19;10;39
2870;10;180417;8;15;14;39;68
2871;10;151408;1;9;9;19;37
2872;10;181013;3;16;13;52;81
2873;10;151510;8;20;9;8;37
2874;10;151311;3;20;18;39;77
2875;10;180811;8;20;7;58;85
2876;10;180511;1;6;14;14;34
2877;10;151409;1;12;5;28;45
2878;10;180612;4;12;7;50;69
2879;10;170916;10;8;17;29;54
2880;10;180713;10;13;8;51;72
2881;10;180812;8;16;14;13;43
2882;10;180118;9;13;16;53;82
2883;10;181014;3;12;16;46;74
2884;10;180418;8;18;9;15;42
2885;10;181015;3;15;16;17;48
2886;10;180613;4;20;6;59;85
2887;10;151410;1;6;18;58;82
2888;10;180714;10;20;11;31;62
2889;10;180813;8;11;11;23;45
2890;10;180317;6;19;16;48;83
2891;10;170917;10;12;5;26;43
2892;10;180512;1;7;19;25;51
2893;10;151312;3;13;8;36;57
2894;10;170918;10;15;19;18;52
2895;10;180216;4;10;6;17;33
2896;10;151411;1;10;16;39;65
2897;10;151511;8;17;16;48;81
2898;10;180419;8;12;17;29;58
2899;10;151512;8;18;18;43;79
2900;10;180614;4;19;12;53;84
2901;10;180715;10;12;14;58;84
2902;10;180513;1;13;16;46;75
2903;10;151313;3;10;19;51;80
2904;10;180615;4;20;11;34;65
2905;10;180716;10;11;8;38;57
2906;10;180814;8;7;19;48;74
2907;10;180318;6;18;13;53;84
2908;10;180616;4;17;12;14;43
2909;10;181016;3;13;7;28;48
2910;10;180119;9;17;14;38;69
2911;10;151412;1;20;11;52;83
2912;10;180420;8;17;5;20;42
2913;10;180319;6;15;8;18;41
2914;10;180717;10;15;11;53;79
2915;10;151413;1;19;19;52;90
2916;10;180815;8;8;13;42;63
2917;10;151513;8;20;5;53;78
2918;10;181017;3;9;5;21;35
2919;10;181018;3;20;5;36;61
2920;10;151514;8;13;17;8;38
2921;10;180120;9;5;5;45;55
2922;10;180617;4;19;17;14;50
2923;10;180718;10;16;11;29;56
2924;10;180816;8;19;17;31;67
2925;10;180514;1;20;18;6;44
2926;10;180421;8;10;14;9;33
2927;10;180618;4;17;6;5;28
2928;10;151515;8;7;12;32;51
2929;10;151314;3;15;18;13;46
2930;10;180217;4;5;8;30;43
2931;10;180320;6;19;5;17;41
2932;10;180121;9;20;15;52;87
2933;10;181019;3;12;15;55;82
2934;10;151414;1;13;6;39;58
2935;10;180122;9;15;8;22;45
2936;10;180218;4;10;16;36;62
2937;10;180515;1;16;20;38;74
2938;10;180321;6;11;17;17;45
2939;10;180219;4;19;8;22;49
2940;10;180422;8;12;6;56;74
2941;10;180719;10;8;8;52;68
2942;10;180817;8;5;6;44;55
2943;10;181020;3;17;5;6;28
2944;10;180220;4;17;5;45;67
2945;10;181021;3;17;18;18;53
2946;10;151415;1;9;18;44;71
2947;10;180322;6;11;7;32;50
2948;10;180516;1;15;7;16;38
2949;10;180619;4;16;19;14;49
2950;10;180720;10;7;15;58;80
2951;10;180818;8;10;10;42;62
2952;10;181022;3;10;17;23;50
2953;10;180819;8;19;16;30;65
2954;10;151315;3;19;13;31;63
2955;10;180517;1;14;16;51;81
2956;10;151416;1;20;15;38;73
2957;10;180518;1;13;16;19;48
2958;10;151516;8;9;17;45;71
2959;10;180423;8;12;6;56;74
2960;10;151316;3;5;13;23;41
2961;10;151417;1;12;15;58;85
2962;10;180221;4;11;16;11;38
2963;10;151517;8;7;6;12;25
2964;10;180323;6;19;6;7;32
2965;10;180820;8;7;6;7;20
2966;10;180222;4;15;19;26;60
2967;10;181023;3;17;19;8;44
2968;10;181024;3;19;11;8;38
2969;10;180821;8;10;6;19;35
2970;10;151317;3;8;14;32;54
2971;10;180519;1;6;6;37;49
2972;10;180123;9;20;17;9;46
2973;10;180620;4;10;13;47;70
2974;10;180424;8;8;18;27;53
2975;10;180223;4;10;17;23;50
2976;10;180721;10;19;7;9;35
2977;10;180324;6;5;6;33;44
2978;10;180520;1;8;13;37;58
2979;10;180822;8;7;14;15;36
2980;10;181025;3;7;5;20;32
2981;10;151418;1;16;7;16;39
2982;10;180224;4;10;20;43;73
2983;10;180722;10;12;5;59;76
2984;10;180425;8;19;6;18;43
2985;10;180521;1;11;16;32;59
2986;10;180621;4;13;13;58;84
2987;10;180124;9;18;12;25;55
2988;10;180325;6;13;15;7;35
2989;10;151419;1;15;14;20;49
2990;10;180723;10;15;20;39;74
2991;10;180823;8;19;10;31;60
2992;10;180125;9;10;15;10;35
2993;10;151518;8;12;17;26;55
2994;10;180522;1;19;6;36;61
2995;10;180622;4;7;18;6;31
2996;10;180523;1;13;20;7;40
2997;10;180225;4;14;20;40;74
2998;10;180524;1;17;9;27;53
2999;10;180126;9;13;6;30;49
3000;10;180326;6;18;9;40;67
3001;10;180724;10;12;5;47;64
3002;10;151318;3;7;20;55;82
3003;10;180127;9;13;12;14;39
3004;10;180426;8;12;5;51;68
3005;10;180824;8;18;6;21;45
3006;10;180825;8;14;8;12;34
3007;10;180525;1;13;19;13;45
3008;10;180526;1;12;9;60;81
3009;10;180623;4;18;6;18;42
3010;10;180624;4;9;5;58;72
3011;11;151301;9;13;12;53;78
3012;11;180101;9;8;7;60;75
3013;11;180501;4;13;10;57;80
3014;11;180701;5;17;20;49;86
3015;11;180201;11;18;16;21;55
3016;11;180301;3;16;9;57;82
3017;11;151501;5;8;18;16;42
3018;11;170901;9;5;20;58;83
3019;11;151302;9;16;12;25;53
3020;11;180801;3;19;12;50;81
3021;11;181001;8;11;9;13;33
3022;11;180102;9;11;11;41;63
3023;11;180401;1;5;13;12;30
3024;11;180502;4;20;11;48;79
3025;11;180202;11;13;18;39;70
3026;11;180302;3;10;14;19;43
3027;11;180601;11;16;7;28;51
3028;11;180303;3;6;19;13;38
3029;11;180402;1;11;14;36;61
3030;11;180702;5;16;7;53;76
3031;11;180103;9;6;13;20;39
3032;11;170902;9;11;20;29;60
3033;11;180203;11;14;5;45;64
3034;11;180802;3;17;18;14;49
3035;11;180503;4;15;14;11;40
3036;11;180304;3;10;10;19;39
3037;11;180403;1;9;5;30;44
3038;11;180602;11;20;20;37;77
3039;11;180703;5;10;13;17;40
3040;11;151401;2;14;12;59;85
3041;11;180104;9;17;17;35;69
3042;11;170903;9;8;5;29;42
3043;11;180105;9;13;14;23;50
3044;11;180204;11;14;14;32;60
3045;11;180305;3;9;8;12;29
3046;11;170904;9;12;15;54;81
3047;11;180404;1;10;20;56;86
3048;11;180106;9;20;9;41;70
3049;11;151303;9;13;14;31;58
3050;11;181002;8;11;7;37;55
3051;11;180704;5;9;15;34;58
3052;11;151402;2;11;6;42;59
3053;11;180504;4;5;7;6;18
3054;11;151304;9;8;18;52;78
3055;11;151502;5;5;20;41;66
3056;11;180705;5;10;5;58;73
3057;11;180603;11;15;9;36;60
3058;11;180803;3;8;12;31;51
3059;11;180306;3;8;17;43;68
3060;11;151503;5;17;13;49;79
3061;11;180205;11;8;19;25;52
3062;11;170905;9;19;15;30;64
3063;11;181003;8;7;9;21;37
3064;11;180405;1;15;6;11;32
3065;11;151305;9;14;8;10;32
3066;11;180307;3;14;12;43;69
3067;11;181004;8;11;9;15;35
3068;11;180406;1;19;11;32;62
3069;11;180505;4;19;14;27;60
3070;11;170906;9;18;9;10;37
3071;11;180604;11;17;6;38;61
3072;11;180308;3;12;8;44;64
3073;11;151403;2;6;19;51;76
3074;11;180206;11;14;18;8;40
3075;11;180407;1;6;17;48;71
3076;11;180706;5;11;7;28;46
3077;11;180107;9;9;12;11;32
3078;11;180804;3;8;15;13;36
3079;11;180207;11;5;6;24;35
3080;11;151504;5;19;16;9;44
3081;11;180408;1;14;20;58;92
3082;11;170907;9;8;11;9;28
3083;11;180108;9;19;9;13;41
3084;11;180309;3;6;8;6;20
3085;11;181005;8;9;13;29;51
3086;11;180605;11;6;9;30;45
3087;11;180109;9;14;7;48;69
3088;11;151306;9;14;20;44;78
3089;11;180707;5;15;12;54;81
3090;11;180110;9;14;6;54;74
3091;11;180409;1;16;10;52;78
3092;11;170908;9;8;20;41;69
3093;11;180506;4;18;10;19;47
3094;11;180606;11;15;5;42;62
3095;11;151404;2;6;13;39;58
3096;11;180805;3;18;13;51;82
3097;11;151505;5;6;7;23;36
3098;11;180410;1;20;20;8;48
3099;11;151307;9;12;12;27;51
3100;11;180310;3;14;7;26;47
3101;11;170909;9;13;19;35;67
3102;11;181006;8;16;12;23;51
3103;11;180111;9;18;9;11;38
3104;11;170910;9;16;17;39;72
3105;11;151506;5;14;19;17;50
3106;11;180311;3;15;7;34;56
3107;11;180112;9;8;18;12;38
3108;11;180708;5;17;10;14;41
3109;11;180507;4;11;12;58;81
3110;11;180607;11;6;16;36;58
3111;11;180709;5;14;12;36;62
3112;11;180806;3;8;15;49;72
3113;11;181007;8;16;8;29;53
3114;11;180411;1;15;7;34;56
3115;11;180208;11;20;11;17;48
3116;11;180312;3;12;10;55;77
3117;11;180412;1;8;18;19;45
3118;11;180113;9;8;13;48;69
3119;11;181008;8;6;11;20;37
3120;11;180508;4;12;9;16;37
3121;11;151308;9;15;6;41;62
3122;11;151405;2;13;10;34;57
3123;11;180608;11;19;13;36;68
3124;11;151507;5;20;8;53;81
3125;11;180209;11;14;17;5;36
3126;11;180313;3;15;7;50;72
3127;11;180413;1;13;8;41;62
3128;11;180114;9;6;9;60;75
3129;11;180210;11;5;10;9;24
3130;11;180710;5;14;13;45;72
3131;11;180807;3;6;20;33;59
3132;11;180211;11;20;6;5;31
3133;11;180115;9;20;10;35;65
3134;11;180212;11;14;19;31;64
3135;11;180414;1;10;9;28;47
3136;11;180314;3;5;16;10;31
3137;11;180213;11;9;9;46;64
3138;11;181009;8;14;12;12;38
3139;11;180509;4;19;6;11;36
3140;11;180808;3;20;12;12;44
3141;11;180415;1;19;19;43;81
3142;11;180609;11;10;6;54;70
3143;11;151406;2;9;9;49;67
3144;11;151508;5;9;19;33;61
3145;11;180116;9;9;14;16;39
3146;11;180315;3;12;15;36;63
3147;11;181010;8;5;16;53;74
3148;11;180416;1;9;20;48;77
3149;11;180117;9;18;8;18;44
3150;11;170911;9;19;6;19;44
3151;11;180610;11;11;15;8;34
3152;11;170912;9;20;6;21;47
3153;11;180711;5;7;8;19;34
3154;11;170913;9;10;6;21;37
3155;11;180809;3;17;11;30;58
3156;11;181011;8;16;19;12;47
3157;11;170914;9;14;16;13;43
3158;11;180214;11;13;19;10;42
